UniversityName;NumStudents;WikiPageID
St. John's High School, Chandigarh;2000;4490780
St. John's Seminary (California);17;9749274
St. John's Seminary (California);96;9749274
St. John's University (New York City);20150;241054
St. John Neumann Regional Academy High School;270;11960869
St. John de Britto Institute;99;54947198
St. Johns River State College;10514;4151515
St. Joseph's College, Bangalore;7800;13549495
St. Joseph's College, Jakhama;3840;54169156
St. Joseph's College of Engineering and Technology, Palai;2160;23600248
St. Joseph's Preparatory School;904;2119414
St. Joseph's University (New York);4687;910252
St. Joseph College–Olongapo;3550;32232195
St. Joseph High School (Victoria, Texas);305;11835602
St. Lawrence College, Ontario;4450;1453346
St. Lawrence College, Ontario;6700;1453346
St. Lawrence High School, Kolkata;3000;22347496
St. Lawrence University (Uganda);3500;22280755
St. Louis Community College;69000;6195861
St. Louis Community College–Florissant Valley;7210;28718832
St. Louis Community College–Forest Park;8207;28719331
St. Louis Community College–Meramec;12000;26714101
St. Louis Community College–Wildwood;2000;28719750
St. Louis University High School;980;986754
St. Mark's Senior Secondary Public School;3800;22314061
St. Martin's Engineering College;4080;23990873
St. Mary's Centenary Degree College;800;59077194
St. Mary's High School, Peshawar;1500;23816079
St. Mary's High School, Quetta;1300;32412669
St. Mary's Malankara Major Seminary;181;15780112
St. Mary's University (Calgary);600;1892056
St. Marys School of Management;240;17714463
St. Michael's Institution;1400;2518416
St. Patrick's High School, Karachi;5500;3125951
St. Patrick's Institute of Science & Technology;350;23727020
St. Paul's Catholic Seminary;231;46952786
St. Paul's College, Hong Kong;600;233008
St. Paul's College, Hong Kong;1200;233008
St. Paul's School (Lam Tin);1200;4838797
St. Paul's University, Limuru;6000;63146896
St. Petersburg College;29183;2181972
St. Petersburg State Institute of Psychology and Social Work;1259;38656966
St. Petersburg State University of Refrigeration and Food Processing Technologies;6;49127971
St. Philip's College (United States);11655;14197607
St. Pius X Minor Seminary;9;22556113
St. Scholastica's College, Manila;9856;6107018
St. Stephen's College, Delhi;400;1539877
St. Stephen's University;80;1421579
St. Thomas' Episcopal School;553;2168809
St. Thomas Aquinas College;2400;773700
St. Thomas University (Canada);2024;177697
St. Thomas University (Florida);5921;1545555
St. Viator College;300;15151780
St. Vincent College of Commerce;924;49124548
St. Xavier's College, Maitighar;3000;7169099
St. Xavier's College, Ranchi;10500;2783203
St. Xavier's Institute of Education;100;49108256
St. Xavier's University, Kolkata;26000;52609436
St Aloysius' College, Glasgow;640;3173253
St Aloysius' College, Glasgow;990;3173253
St Aloysius' College, Glasgow;1630;3173253
St Aloysius' College (Malta);1000;3231648
St Brendan-Shaw College;680;15173418
St Charles Borromeo Seminary;28;42862355
St Columb's College;1800;2323226
St David's Catholic College;1400;27024193
St David's School, Middlesbrough;1021;15435398
St Dominic's Priory College, Adelaide;680;17833431
St John's College, Auckland;50;3622506
St John Rigby College, Wigan;1372;19277855
City Literary Institute;26590;12096918
Cité internationale universitaire de Paris;6000;6004236
Clarks Summit University;531;4347138
Clarkson College;1178;10624805
Classic Private University;8300;37559930
Ferenc Kölcsey Teacher Training College of the Reformed Church;900;30352693
Fernando Pessoa University;5000;12948715
Fidélitas University;6000;17344140
Fielding Graduate University;957;2821683
Fiji School of Medicine;2476;12283723
Filatov Institute of Eye Diseases and Tissue Therapy;27;37558619
Free University of Bozen-Bolzano;4488;4811889
French-Azerbaijani University;538;63562828
French National School for the Judiciary;550;22890881
Greater Brighton Metropolitan College;12800;57742548
Gregory University;2000;39860056
Griffith College Limerick;800;11270481
Grossmont–Cuyamaca Community College District;30000;21334441
Hubei Institute of Fine Arts;6400;21493311
Human–Computer Interaction Institute;218;9357617
UCL Queen Square Institute of Neurology;500;28883739
UEH-International School of Business;2455;44572650
UMIT Tirol - Private University for Health Sciences and Health Technology;2100;48621279
UMS-Wright Preparatory School;1150;42799481
Uganda Aviation School;100;55675058
Uganda Technical College, Kichwamba;654;48877301
Hyupsung University;5200;55602762
I-Shou University;14351;14766852
IAE Lyon;7800;15361742
IAE Nice;1386;39719645
IBAT College Dublin;1500;26840728
IBSUniversity;700;31977535
ICAT Design & Media College;600;34477979
ICESI University;6087;2833562
ICHEC Brussels Management School;3000;16792345
ICN Business School;38;14883727
ICN Business School;3000;14883727
IESIDE Business Institute;5;28519351
IE University;7000;19453274
IFP School;650;27565848
IIEST, Shibpur;4063;1176798
IIE MSA;4000;2735571
IIIT Kalyani;399;43255975
IIT (BHU) Varanasi;6030;2442942
IIT (ISM) Dhanbad;8101;2291790
IIT Bhubaneswar;1842;19941911
IIT Bombay;10775;167354
IIT Delhi;12098;10602335
IIT Gandhinagar;1852;20151479
IIT Guwahati;5817;520987
IIT Jodhpur;2186;19941857
IIT Kanpur;6416;14894
IIT Kharagpur;12779;294901
IIT Madras;10180;6961226
IIT Mandi;1750;19941774
IIT Palakkad;1000;47174360
IIT Patna;2126;19478554
IIT Roorkee;8020;315412
IIT Ropar;2037;19859118
IMC University of Applied Sciences Krems;3;40360083
IMI Kolkata;323;42207041
IMSciences;5000;33925691
IMT Atlantique;1800;56530822
INSA Centre Val de Loire;1660;70001849
INSA Euro-Méditerranée;228;70045994
INSA Hauts-de-France;1111;70001603
INSEAD;30;286363
INSEAD;80;286363
INSEAD;130;286363
INSEAD;300;286363
INSEAD;1000;286363
INSEAD;1540;286363
INSEEC Business School;5000;18424752
IPAG Business School;3000;68601488
IPGMER and SSKM Hospital;1599;28202601
ISM University of Management and Economics;1800;2807912
ISyllabus;7000;58840838
ITESO, Universidad Jesuita de Guadalajara;11400;2933553
ITMO University;12500;5892577
ITS Dental College;528;63498772
ITT Technical Institute;40015;489521
IT University of Copenhagen;2740;1928554
Iași University of Life Sciences;4338;23159579
Iberoamerican University Torreón;1732;50532948
Ibn Sina Medical College;311;41315630
Ibn Zohr University;130000;58450229
Ibrahim Badamasi Babangida University;7000;43594906
Ibrahim Medical College;600;32682078
Ibrahim Sultan Polytechnic;4835;34952172
Icahn School of Medicine at Mount Sinai;90;3688874
Icahn School of Medicine at Mount Sinai;270;3688874
Icahn School of Medicine at Mount Sinai;560;3688874
Idaho State University;12157;402032
Ideal School and College;26000;8667001
Idlib University;18603;59782951
Igor Sikorsky Kyiv Polytechnic Institute;36000;3048933
Iliff School of Theology;200;3909962
Illinois Central College;8263;7672813
Illinois College;1150;1681516
Illinois College of Optometry;616;3578392
Illinois Institute of Technology;7266;73299
Illinois State University;20683;176750
Illinois Valley Community College;2687;22127601
Ilma University;10000;33471067
Imam Abdulrahman Bin Faisal University;26884;26694674
Imam Khomeini International University;8800;20208713
Imam Mohammad Ibn Saud Islamic University;60000;2355610
Immaculate Conception Seminary School of Theology;245;8931638
Imperial College London;22791;61116
Incheon Catholic University;177;55602904
Indian Hills Community College;3900;7940259
Indian Institute of Foreign Trade;784;2824092
Indian Institute of Forest Management;218;3071412
Indian Institute of Information Technology, Agartala;300;64146334
Indian Institute of Information Technology, Design and Manufacturing, Kurnool;500;47407843
Indian Institute of Information Technology, Raichur;56;64146165
Indian Institute of Infrastructure and Construction;2000;47251789
Indian Institute of Management Ahmedabad;1006;532257
Indian Institute of Management Amritsar;250;47110059
Indian Institute of Management Bodh Gaya;660;47786755
Indian Institute of Management Calcutta;1178;1059875
Indian Institute of Management Indore;1326;2201914
Indian Institute of Management Kozhikode;878;2105583
Indian Institute of Management Lucknow;1153;1021086
Indian Institute of Management Ranchi;1119;27806416
Indian Institute of Management Sambalpur;270;48046902
Indian Institute of Management Sirmaur;600;51444858
Indian Institute of Packaging;500;54874240
Indian Institute of Science Education and Research, Bhopal;1716;21714705
Indian Institute of Science Education and Research, Kolkata;1548;23151073
Indian Institute of Science Education and Research, Mohali;1561;14745018
Indian Institute of Science Education and Research, Pune;1435;15272868
Indian Institute of Science Education and Research, Thiruvananthapuram;1080;21589986
Indian Institute of Social Welfare and Business Management;599;1184964
Indian Institute of Space Science and Technology;948;11407556
Indian Law Institute;366;20057983
Indian Military Academy;1650;2874417
Indian National Defence University;34;39049366
Indian National Defence University;66;39049366
Indian School, Muscat;9400;2897896
Indian School, Salalah;4600;23591347
Indian Statistical Institute;1137;2238418
Indiana Institute of Technology;9652;1046949
Indiana State University;8658;380922
Indiana University;110436;23487663
Indiana University Bloomington;45328;292242
Indiana University East;3490;1344784
Indiana University Kokomo;3029;7844150
Indiana University Maurer School of Law;534;27552325
Indiana University Northwest;6387;1558993
Indiana University School of Dentistry;655;9801240
Indiana University School of Liberal Arts at IUPUI;2000;11380724
Indiana University School of Medicine;2003;802797
Indiana University School of Public Health-Bloomington;2494;50503576
Indiana University South Bend;5091;1351481
Indiana University Southeast;5238;1549625
Indiana University–Purdue University Columbus;1051;1918616
Indiana University–Purdue University Indianapolis;29390;482161
Indiana Wesleyan University;10000;1443322
Indira Gandhi Institute of Technology, Sarang;3800;11985239
Indonesia Open University;341956;4968519
Indonesia Open University;1045665;4968519
Indonesia University of Education;34;961344
Indonesian Air Force Academy;1800;56104156
Indus College of Engineering Coimbatore;856;36242132
Indus University;5000;37847761
Industrial University of Santander;22000;3600702
Industrial University of Tyumen;32530;17943671
Infinity Business School;150;27328159
Informatics Institute of Technology;4000;15233380
Information Networking Institute;260;15735800
Information Technology University;1500;52720626
Ingush State University;8978;50732373
Inholland University of Applied Sciences;7000;13443558
Inholland University of Applied Sciences;37000;13443558
Inland Norway University of Applied Sciences;15985;57880903
Inner Mongolia Agricultural University;33873;919288
Inner Mongolia University;23203;919281
Inner Mongolia University of Technology;25241;919286
InnoTech College;40;52963139
Innovative Technologies in Education;25;71533705
Inspiria knowledge campus;650;41635970
Institut Agro Rennes-Angers;1950;47038795
Institut Catholique de Paris;10000;1947845
Institut Lillois d'Ingénierie de la Santé;1000;24753818
